date	ouv	haut	bas	clot	vol	devise	
28/06/2024 00:00	199.64	203.2	195.26	197.88	0	USD	
01/07/2024 00:00	201	213.23	200.85	209.86	0	USD	
02/07/2024 00:00	218.8	231.29	218.07	231.26	0	USD	
03/07/2024 00:00	234.56	248.35	234.25	247.43	120902979	USD	
05/07/2024 00:00	250	252.37	242.46	251.52	0	USD	
08/07/2024 00:00	247.65	259.439	244.57	252.94	0	USD	
09/07/2024 00:00	251	265.61	250.3	262.33	0	USD	
10/07/2024 00:00	262.75	267.59	257.86	263.26	0	USD	
11/07/2024 00:00	263.26	271	239.65	241.03	0	USD	
12/07/2024 00:00	235.6	251.838	233.091	248.23	0	USD	
15/07/2024 00:00	255.8	265.58	251.73	252.64	0	USD	
16/07/2024 00:00	255.23	258.62	245.8	256.56	0	USD	
17/07/2024 00:00	252.88	258.47	246.182	248.5	0	USD	
18/07/2024 00:00	251.09	257.14	247.2	249.23	0	USD	
19/07/2024 00:00	248	249.44	236.835	239.2	0	USD	
22/07/2024 00:00	244.3	253.21	243.75	251.51	0	USD	
23/07/2024 00:00	253.36	255.759	245.63	246.38	0	USD	
24/07/2024 00:00	225.04	225.99	214.71	215.99	0	USD	
25/07/2024 00:00	216.795	225.99	216.231	218.715	74261373	USD	
26/07/2024 00:00	221.19	222.28	215.34	219.8	0	USD	
29/07/2024 00:00	225	234.27	224.87	232.1	0	USD	
30/07/2024 00:00	232.1	232.41	220.01	222.62	0	USD	
31/07/2024 00:00	227.89	234.68	226.788	232.07	0	USD	
01/08/2024 00:00	227.53	231.867	214.333	216.86	0	USD	
02/08/2024 00:00	214.95	216.13	205.78	207.67	0	USD	
05/08/2024 00:00	184.96	203.88	182	198.88	0	USD	
06/08/2024 00:00	200.72	202.9	192.67	200.64	0	USD	
07/08/2024 00:00	200.75	203.49	191.48	191.76	0	USD	
08/08/2024 00:00	195.92	200.7	192.04	198.84	0	USD	
09/08/2024 00:00	196.86	200.88	195.11	200	0	USD	
12/08/2024 00:00	198.76	199.26	194.675	197.49	0	USD	
13/08/2024 00:00	198.35	208.49	197.06	207.83	0	USD	
14/08/2024 00:00	207.39	208.44	198.75	201.38	0	USD	
15/08/2024 00:00	205.16	215.88	204.82	214.14	0	USD	
16/08/2024 00:00	210.92	219.8	210.8	216.12	0	USD	
19/08/2024 00:00	217.1	222.98	214.09	222.72	0	USD	
20/08/2024 00:00	225	228.22	219.56	221.1	0	USD	
21/08/2024 00:00	222.67	224.659	218.86	223.27	0	USD	
22/08/2024 00:00	223.81	224.8	210.32	210.66	0	USD	
23/08/2024 00:00	214.61	221.47	214.21	220.32	0	USD	
26/08/2024 00:00	218.67	219.09	211.01	213.21	0	USD	
27/08/2024 00:00	213.22	215.65	206.94	209.21	0	USD	
28/08/2024 00:00	209.78	211.84	202.59	205.75	0	USD	
29/08/2024 00:00	209.99	214.89	205.972	206.28	0	USD	
30/08/2024 00:00	208.63	214.57	207.03	214.11	0	USD	
03/09/2024 00:00	215.17	219.9	209.64	210.6	0	USD	
04/09/2024 00:00	210.62	222.22	210.62	219.41	0	USD	
05/09/2024 00:00	223.33	234.99	222.25	230.17	0	USD	
06/09/2024 00:00	232.6	233.6	210.56	210.73	0	USD	
09/09/2024 00:00	216.1	219.87	213.68	216.27	0	USD	
10/09/2024 00:00	220	226.4	218.638	226.17	0	USD	
11/09/2024 00:00	224.34	228.4	216.8	228.13	0	USD	
12/09/2024 00:00	224.71	231.45	223.83	229.81	0	USD	
13/09/2024 00:00	227.92	232.664	226.32	230.29	0	USD	
16/09/2024 00:00	229.25	229.95	223.53	226.78	0	USD	
17/09/2024 00:00	229.59	234.57	226.553	227.87	0	USD	
18/09/2024 00:00	230	235.68	226.88	227.2	0	USD	
19/09/2024 00:00	234.07	244.24	232.14	243.92	0	USD	
20/09/2024 00:00	241.49	243.99	235.92	238.25	0	USD	
23/09/2024 00:00	242.63	250	241.92	250	0	USD	
24/09/2024 00:00	254.01	257.19	249.05	254.27	0	USD	
25/09/2024 00:00	252.65	257.05	252.28	257.02	0	USD	
26/09/2024 00:00	260.5	261.75	251.53	254.22	0	USD	
27/09/2024 00:00	257.32	260.7	254.12	260.46	0	USD	
30/09/2024 00:00	259	264.86	255.77	261.63	0	USD	
01/10/2024 00:00	262.66	263.98	248.53	258.02	0	USD	
02/10/2024 00:00	247.78	251.159	241.5	249.02	0	USD	
03/10/2024 00:00	244.5	249.79	237.83	240.66	0	USD	
04/10/2024 00:00	246.62	250.96	244.58	250.08	0	USD	
07/10/2024 00:00	248.97	249.83	240.72	240.83	0	USD	
08/10/2024 00:00	243.66	246.21	240.57	244.5	0	USD	
09/10/2024 00:00	243.77	247.43	239.51	241.05	0	USD	
10/10/2024 00:00	241.81	242.79	232.34	238.77	24834821	USD	
11/10/2024 00:00	219.86	223.34	214.4	217.8	0	USD	
14/10/2024 00:00	220.16	221.91	213.74	219.16	0	USD	
15/10/2024 00:00	220	224.26	217.35	219.57	0	USD	
16/10/2024 00:00	221.44	222.82	218.93	221.33	0	USD	
17/10/2024 00:00	221.34	222.08	217.9	220.89	0	USD	
18/10/2024 00:00	220.82	222.28	219.23	220.7	0	USD	
21/10/2024 00:00	219	220.48	215.726	218.85	0	USD	
22/10/2024 00:00	217.14	218.2	215.26	217.97	0	USD	
23/10/2024 00:00	217	218.72	212.11	213.65	0	USD	
24/10/2024 00:00	244.8	262.12	242.65	260.48	0	USD	
25/10/2024 00:00	255.8	269.49	255.32	269.19	0	USD	
28/10/2024 00:00	270	273.536	262.24	262.51	0	USD	
29/10/2024 00:00	264.76	264.98	255.51	259.52	0	USD	
30/10/2024 00:00	258	263.35	255.82	257.55	0	USD	
31/10/2024 00:00	258.07	259.75	249.28	249.85	0	USD	
01/11/2024 00:00	251.76	254	246.63	248.98	0	USD	
04/11/2024 00:00	244.54	248.9	238.88	242.84	0	USD	
05/11/2024 00:00	247.4	255.28	246.21	251.44	44818058	USD	
06/11/2024 00:00	284.64	289.59	275.62	288.53	0	USD	
07/11/2024 00:00	288.79	299.74	285.52	296.91	0	USD	
08/11/2024 00:00	299.29	328.7	297.66	321.22	0	USD	
11/11/2024 00:00	346.18	358.64	336	350	0	USD	
12/11/2024 00:00	342.74	345.84	323.31	328.49	0	USD	
13/11/2024 00:00	335.88	344.6	322.5	330.24	0	USD	
14/11/2024 00:00	327.79	329.98	310.37	311.18	0	USD	
15/11/2024 00:00	310.855	324.68	309.22	320.72	80607183	USD	
18/11/2024 00:00	340.68	348.55	330.01	338.74	0	USD	
19/11/2024 00:00	335.88	347.38	332.75	346	0	USD	
20/11/2024 00:00	345	346.6	334.3	342.03	0	USD	
21/11/2024 00:00	344.05	347.99	335.28	339.64	0	USD	
22/11/2024 00:00	341	356.64	337.7	352.56	0	USD	
25/11/2024 00:00	360.26	361.92	338.2	338.59	0	USD	
26/11/2024 00:00	341	346.96	335.66	338.23	0	USD	
27/11/2024 00:00	342.08	342.55	326.59	332.89	0	USD	
29/11/2024 00:00	336.23	345.45	334.65	345	27980497	USD	
02/12/2024 00:00	352.69	360	351.15	357.09	0	USD	
03/12/2024 00:00	351.8	355.68	348.2	351.42	0	USD	
04/12/2024 00:00	353.04	358.1	348.6	357.93	0	USD	
05/12/2024 00:00	360	375.41	359.51	369.49	0	USD	
06/12/2024 00:00	377.26	389.49	370.8	389.22	0	USD	
09/12/2024 00:00	398	404.8	378.01	389.79	0	USD	
10/12/2024 00:00	392.99	409.725	390.85	400.99	0	USD	
11/12/2024 00:00	409.83	424.88	402.38	424.77	0	USD	
12/12/2024 00:00	424.86	429.27	415	418.1	0	USD	
13/12/2024 00:00	420	436.3	415.71	436.23	0	USD	
16/12/2024 00:00	441.08	463.19	436.15	463.02	0	USD	
17/12/2024 00:00	476	483.99	457.51	479.86	0	USD	
18/12/2024 00:00	466.2	488.54	427.02	440.13	0	USD	
19/12/2024 00:00	451.99	456.36	420.02	436.17	0	USD	
20/12/2024 00:00	425.65	447.08	417.64	421.06	0	USD	
23/12/2024 00:00	430.91	434.51	415.411	430.6	0	USD	
24/12/2024 00:00	435.8	462.78	435.14	462.28	0	USD	
26/12/2024 00:00	465	465.33	451.02	454.13	0	USD	
27/12/2024 00:00	449.24	449.89	426.5	431.66	0	USD	
30/12/2024 00:00	419.39	427	415.75	417.41	0	USD	
31/12/2024 00:00	424	427.93	402.54	403.84	0	USD	
02/01/2025 00:00	390.2	392.73	373.05	379.28	0	USD	
03/01/2025 00:00	381.5	411.88	379.45	410.44	0	USD	
06/01/2025 00:00	423.14	426.43	401.7	411.05	0	USD	
07/01/2025 00:00	405.8	414.33	390.01	394.36	0	USD	
08/01/2025 00:00	393.19	402.5	387.429	394.94	0	USD	
10/01/2025 00:00	391.5	399.25	384.22	394.74	0	USD	
13/01/2025 00:00	383.26	403.79	380.07	403.31	0	USD	
14/01/2025 00:00	414.64	422.64	394.54	396.36	0	USD	
15/01/2025 00:00	409.73	429.8	405.661	428.22	0	USD	
16/01/2025 00:00	423.27	423.565	409.13	413.82	0	USD	
17/01/2025 00:00	422.08	439.74	419.77	426.5	0	USD	
21/01/2025 00:00	432.65	433.07	406.31	424.07	0	USD	
22/01/2025 00:00	416.66	428	414.59	415.11	0	USD	
23/01/2025 00:00	416	420.73	408.95	412.38	0	USD	
24/01/2025 00:00	414.67	418.01	405.78	406.58	0	USD	
27/01/2025 00:00	394.532	406.67	389	397.33	37468889	USD	
28/01/2025 00:00	396.85	400.59	386.5	398.09	0	USD	
29/01/2025 00:00	395.21	398.59	384.48	389.1	0	USD	
30/01/2025 00:00	410.88	412.5	384.41	400.28	0	USD	
31/01/2025 00:00	401.55	419.98	401.425	404.6	0	USD	
03/02/2025 00:00	386.22	389.17	374.39	383.68	0	USD	
04/02/2025 00:00	382.13	394	381.4	392.21	0	USD	
05/02/2025 00:00	387.28	388.39	375.53	378.17	0	USD	
06/02/2025 00:00	372.5	375.4	363.18	374.32	0	USD	
07/02/2025 00:00	370.05	380.546	360.34	361.62	0	USD	
10/02/2025 00:00	356	362.7	350.51	350.73	0	USD	
11/02/2025 00:00	345.59	349.37	325.1	328.5	0	USD	
12/02/2025 00:00	329.76	346.4	329.12	336.51	0	USD	
13/02/2025 00:00	345	358.69	342.865	355.94	0	USD	
14/02/2025 00:00	360.5	361.99	347.5	355.84	0	USD	
18/02/2025 00:00	355	359.1	350.02	354.11	0	USD	
19/02/2025 00:00	354	367.34	353.735	360.56	0	USD	
20/02/2025 00:00	361.5	362.3	348	354.4	0	USD	
21/02/2025 00:00	353.19	354.98	334.42	337.8	0	USD	
24/02/2025 00:00	338.1	342.397	324.7	330.53	36585601	USD	
25/02/2025 00:00	326.95	327.45	297.251	302.8	0	USD	
26/02/2025 00:00	303.51	309	288.04	290.8	0	USD	
27/02/2025 00:00	290.71	297.23	280.88	281.95	0	USD	
28/02/2025 00:00	279.24	293.61	273.6	292.98	0	USD	
03/03/2025 00:00	300.25	303.94	277.3	284.65	0	USD	
04/03/2025 00:00	270.84	284.33	261.84	272.04	0	USD	
05/03/2025 00:00	272.78	279.54	267.71	279.1	0	USD	
06/03/2025 00:00	272.09	272.65	260.02	263.45	0	USD	
07/03/2025 00:00	259.39	266.25	250.73	262.67	0	USD	
10/03/2025 00:00	252.25	253.37	220.19	222.15	0	USD	
11/03/2025 00:00	225.3	237.065	218.13	230.58	0	USD	
12/03/2025 00:00	247.01	251.84	241.1	248.09	0	USD	
